T,i1,f1,i2,f2,k_VV
1566.6666666666667,0,1,3,2,3.4167571077015427e-13
1566.6666666666667,0,1,4,3,4.430699880849808e-13
1566.6666666666667,1,0,0,1,1.1502700140291309e-13
1566.6666666666667,1,0,1,2,2.307069901308053e-13
1566.6666666666667,1,0,2,3,3.4167571077015427e-13
1566.6666666666667,1,0,3,4,4.430699880849808e-13
1566.6666666666667,1,2,1,0,2.307069901308053e-13
1566.6666666666667,1,2,2,1,4.700270309531554e-13
1566.6666666666667,1,2,3,2,7.070211434506094e-13
1566.6666666666667,1,2,4,3,9.306813801772443e-13
1566.6666666666667,2,1,0,1,2.307069901308053e-13
1566.6666666666667,2,1,1,2,4.700270309531554e-13
1566.6666666666667,2,1,2,3,7.070211434506094e-13
1566.6666666666667,2,1,3,4,9.306813801772443e-13
1566.6666666666667,2,3,1,0,3.4167571077015427e-13
1566.6666666666667,2,3,2,1,7.070211434506094e-13
1566.6666666666667,2,3,3,2,1.0805127992220272e-12
1566.6666666666667,2,3,4,3,1.444790377059052e-12
1566.6666666666667,3,2,0,1,3.4167571077015427e-13
1566.6666666666667,3,2,1,2,7.070211434506094e-13
1566.6666666666667,3,2,2,3,1.0805127992220272e-12
1566.6666666666667,3,2,3,4,1.444790377059052e-12
1566.6666666666667,3,4,1,0,4.430699880849808e-13
1566.6666666666667,3,4,2,1,9.306813801772443e-13
1566.6666666666667,3,4,3,2,1.444790377059052e-12
1566.6666666666667,3,4,4,3,1.9628768328885295e-12
1566.6666666666667,4,3,0,1,4.430699880849808e-13
1566.6666666666667,4,3,1,2,9.306813801772443e-13
1566.6666666666667,4,3,2,3,1.444790377059052e-12
1566.6666666666667,4,3,3,4,1.9628768328885295e-12
2200.0,0,1,1,0,1.793632613779939e-13
2200.0,0,1,2,1,3.603739509034962e-13
2200.0,0,1,3,2,5.371693097124402e-13
2200.0,0,1,4,3,7.041376597326924e-13
2200.0,1,0,0,1,1.793632613779939e-13
2200.0,1,0,1,2,3.603739509034962e-13
2200.0,1,0,2,3,5.371693097124402e-13
2200.0,1,0,3,4,7.041376597326924e-13
2200.0,1,2,1,0,3.603739509034962e-13
2200.0,1,2,2,1,7.318496407797479e-13
2200.0,1,2,3,2,1.1026956254536313e-12
2200.0,1,2,4,3,1.4607575894547828e-12
2200.0,2,1,0,1,3.603739509034962e-13
2200.0,2,1,1,2,7.318496407797479e-13
2200.0,2,1,2,3,1.1026956254536313e-12
2200.0,2,1,3,4,1.4607575894547828e-12
2200.0,2,3,1,0,5.371693097124402e-13
2200.0,2,3,2,1,1.1026956254536313e-12
2200.0,2,3,3,2,1.6798351948331475e-12
2200.0,2,3,4,3,2.2497944230760332e-12
2200.0,3,2,0,1,5.371693097124402e-13
2200.0,3,2,1,2,1.1026956254536313e-12
2200.0,3,2,2,3,1.6798351948331475e-12
2200.0,3,2,3,4,2.2497944230760332e-12
2200.0,3,4,1,0,7.041376597326924e-13
2200.0,3,4,2,1,1.4607575894547828e-12
2200.0,3,4,3,2,2.2497944230760332e-12
2200.0,3,4,4,3,3.0467637340597982e-12
2200.0,4,3,0,1,7.041376597326924e-13
2200.0,4,3,1,2,1.4607575894547828e-12
2200.0,4,3,2,3,2.2497944230760332e-12
2200.0,4,3,3,4,3.0467637340597982e-12
2833.3333333333335,0,1,1,0,2.493239865741621e-13
2833.3333333333335,0,1,2,1,5.01288815687015e-13
2833.3333333333335,0,1,3,2,7.497440419588289e-13
2833.3333333333335,0,1,4,3,9.88566007768515e-13
2833.3333333333335,1,0,0,1,2.493239865741621e-13
2833.3333333333335,1,0,1,2,5.01288815687015e-13
2833.3333333333335,1,0,2,3,7.497440419588289e-13
2833.3333333333335,1,0,3,4,9.88566007768515e-13
2833.3333333333335,1,2,1,0,5.01288815687015e-13
2833.3333333333335,1,2,2,1,1.0158273452769546e-12
2833.3333333333335,1,2,3,2,1.531524031194648e-12
2833.3333333333335,1,2,4,3,2.035465354480486e-12
2833.3333333333335,2,1,0,1,5.01288815687015e-13
2833.3333333333335,2,1,1,2,1.0158273452769546e-12
2833.3333333333335,2,1,2,3,1.531524031194648e-12
2833.3333333333335,2,1,3,4,2.035465354480486e-12
2833.3333333333335,2,3,1,0,7.497440419588289e-13
2833.3333333333335,2,3,2,1,1.531524031194648e-12
2833.3333333333335,2,3,3,2,2.328124773698768e-12
2833.3333333333335,2,3,4,3,3.1198266954986864e-12
2833.3333333333335,3,2,0,1,7.497440419588289e-13
2833.3333333333335,3,2,1,2,1.531524031194648e-12
2833.3333333333335,3,2,2,3,2.328124773698768e-12
2833.3333333333335,3,2,3,4,3.1198266954986864e-12
2833.3333333333335,3,4,1,0,9.88566007768515e-13
2833.3333333333335,3,4,2,1,2.035465354480486e-12
2833.3333333333335,3,4,3,2,3.1198266954986864e-12
2833.3333333333335,3,4,4,3,4.215926707216655e-12
2833.3333333333335,4,3,0,1,9.88566007768515e-13
2833.3333333333335,4,3,1,2,2.035465354480486e-12
2833.3333333333335,4,3,2,3,3.1198266954986864e-12
2833.3333333333335,4,3,3,4,4.215926707216655e-12
3466.666666666667,0,1,1,0,3.238295345630117e-13
3466.666666666667,0,1,2,1,6.512368932898801e-13
3466.666666666667,0,1,3,2,9.75940720994117e-13
3466.666666666667,0,1,4,3,1.2914567365871524e-12
3466.666666666667,1,0,0,1,3.238295345630117e-13
3466.666666666667,1,0,1,2,6.512368932898801e-13
3466.666666666667,1,0,2,3,9.75940720994117e-13
3466.666666666667,1,0,3,4,1.2914567365871524e-12
3466.666666666667,1,2,1,0,6.512368932898801e-13
3466.666666666667,1,2,2,1,1.3174734906384654e-12
3466.666666666667,1,2,3,2,1.9866038054965956e-12
3466.666666666667,1,2,4,3,2.645218758421205e-12
3466.666666666667,2,1,0,1,6.512368932898801e-13
3466.666666666667,2,1,1,2,1.3174734906384654e-12
3466.666666666667,2,1,2,3,1.9866038054965956e-12
3466.666666666667,2,1,3,4,2.645218758421205e-12
3466.666666666667,2,3,1,0,9.75940720994117e-13
3466.666666666667,2,3,2,1,1.9866038054965956e-12
3466.666666666667,2,3,3,2,3.0149046456881565e-12
3466.666666666667,2,3,4,3,4.040565051400555e-12
3466.666666666667,3,2,0,1,9.75940720994117e-13
3466.666666666667,3,2,1,2,1.986603805496596e-12
3466.666666666667,3,2,2,3,3.0149046456881565e-12
3466.666666666667,3,2,3,4,4.040565051400555e-12
3466.666666666667,3,4,1,0,1.2914567365871524e-12
3466.666666666667,3,4,2,1,2.645218758421205e-12
3466.666666666667,3,4,3,2,4.040565051400555e-12
3466.666666666667,3,4,4,3,5.451057864158361e-12
3466.666666666667,4,3,0,1,1.2914567365871524e-12
3466.666666666667,4,3,1,2,2.645218758421205e-12
3466.666666666667,4,3,2,3,4.040565051400555e-12
3466.666666666667,4,3,3,4,5.451057864158361e-12
4100.0,0,1,1,0,4.0215568054636895e-13
4100.0,0,1,2,1,8.087332883045137e-13
4100.0,0,1,3,2,1.2134507398483396e-12
4100.0,0,1,4,3,1.6095722729732906e-12
4100.0,1,0,0,1,4.0215568054636895e-13
4100.0,1,0,1,2,8.087332883045137e-13
4100.0,1,0,2,3,1.2134507398483396e-12
4100.0,1,0,3,4,1.6095722729732906e-12
4100.0,1,2,1,0,8.087332883045137e-13
4100.0,1,2,2,1,1.6337716482127213e-12
4100.0,1,2,3,2,2.4632981275405232e-12
4100.0,1,2,4,3,3.283609551906755e-12
4100.0,2,1,0,1,8.087332883045137e-13
4100.0,2,1,1,2,1.6337716482127213e-12
4100.0,2,1,2,3,2.4632981275405232e-12
4100.0,2,1,3,4,3.2836095519067552e-12
4100.0,2,3,1,0,1.2134507398483396e-12
4100.0,2,3,2,1,2.4632981275405232e-12
4100.0,2,3,3,2,3.733122043176754e-12
4100.0,2,3,4,3,5.002380319580688e-12
4100.0,3,2,0,1,1.2134507398483396e-12
4100.0,3,2,1,2,2.4632981275405232e-12
4100.0,3,2,2,3,3.733122043176754e-12
4100.0,3,2,3,4,5.002380319580688e-12
4100.0,3,4,1,0,1.6095722729732906e-12
4100.0,3,4,2,1,3.2836095519067552e-12
4100.0,3,4,3,2,5.002380319580688e-12
4100.0,3,4,4,3,6.739155902527535e-12
4100.0,4,3,0,1,1.6095722729732906e-12
4100.0,4,3,1,2,3.2836095519067552e-12
4100.0,4,3,2,3,5.002380319580688e-12
4100.0,4,3,3,4,6.739155902527535e-12
4733.333333333334,0,1,1,0,4.837778724356838e-13
4733.333333333334,0,1,2,1,9.727025915161175e-13
4733.333333333334,0,1,3,2,1.4606067460609428e-12
4733.333333333334,0,1,4,3,1.9405882773613286e-12
4733.333333333334,1,0,0,1,4.837778724356838e-13
4733.333333333334,1,0,1,2,9.727025915161175e-13
4733.333333333334,1,0,2,3,1.4606067460609428e-12
4733.333333333334,1,0,3,4,1.9405882773613286e-12
4733.333333333334,1,2,1,0,9.727025915161175e-13
4733.333333333334,1,2,2,1,1.9625330925409092e-12
4733.333333333334,1,2,3,2,2.9582443211791362e-12
4733.333333333334,1,2,4,3,3.946004802419187e-12
4733.333333333334,2,1,0,1,9.727025915161175e-13
4733.333333333334,2,1,1,2,1.9625330925409092e-12
4733.333333333334,2,1,2,3,2.9582443211791362e-12
4733.333333333334,2,1,3,4,3.946004802419187e-12
4733.333333333334,2,3,1,0,1.4606067460609428e-12
4733.333333333334,2,3,2,1,2.9582443211791362e-12
4733.333333333334,2,3,3,2,4.477656197016782e-12
4733.333333333334,2,3,4,3,5.998288515188822e-12
4733.333333333334,3,2,0,1,1.4606067460609428e-12
4733.333333333334,3,2,1,2,2.9582443211791362e-12
4733.333333333334,3,2,2,3,4.477656197016782e-12
4733.333333333334,3,2,3,4,5.998288515188822e-12
4733.333333333334,3,4,1,0,1.9405882773613286e-12
4733.333333333334,3,4,2,1,3.946004802419187e-12
4733.333333333334,3,4,3,2,5.998288515188822e-12
4733.333333333334,3,4,4,3,8.070786058372059e-12
4733.333333333334,4,3,0,1,1.9405882773613286e-12
4733.333333333334,4,3,1,2,3.946004802419187e-12
4733.333333333334,4,3,2,3,5.998288515188822e-12
4733.333333333334,4,3,3,4,8.070786058372059e-12
5366.666666666667,0,1,1,0,5.682961520365705e-13
5366.666666666667,0,1,2,1,1.142324775683897e-12
5366.666666666667,0,1,3,2,1.716139697058812e-12
5366.666666666667,0,1,4,3,2.2827428824384233e-12
5366.666666666667,1,0,0,1,5.682961520365705e-13
5366.666666666667,1,0,1,2,1.142324775683897e-12
5366.666666666667,1,0,2,3,1.716139697058812e-12
5366.666666666667,1,0,3,4,2.2827428824384233e-12
5366.666666666667,1,2,1,0,1.142324775683897e-12
5366.666666666667,1,2,2,1,2.302086642422903e-12
5366.666666666667,1,2,3,2,3.468876089082198e-12
5366.666666666667,1,2,4,3,4.628876902487289e-12
5366.666666666667,2,1,0,1,1.142324775683897e-12
5366.666666666667,2,1,1,2,2.302086642422903e-12
5366.666666666667,2,1,2,3,3.468876089082198e-12
5366.666666666667,2,1,3,4,4.628876902487289e-12
5366.666666666667,2,3,1,0,1.716139697058812e-12
5366.666666666667,2,3,2,1,3.468876089082198e-12
5366.666666666667,2,3,3,2,5.244596979698188e-12
5366.666666666667,2,3,4,3,7.022962618092306e-12
5366.666666666667,3,2,0,1,1.716139697058812e-12
5366.666666666667,3,2,1,2,3.468876089082198e-12
5366.666666666667,3,2,2,3,5.244596979698188e-12
5366.666666666667,3,2,3,4,7.022962618092306e-12
5366.666666666667,3,4,1,0,2.2827428824384233e-12
5366.666666666667,3,4,2,1,4.628876902487289e-12
5366.666666666667,3,4,3,2,7.022962618092306e-12
5366.666666666667,3,4,4,3,9.438753279799541e-12
5366.666666666667,4,3,0,1,2.2827428824384233e-12
5366.666666666667,4,3,1,2,4.628876902487289e-12
5366.666666666667,4,3,2,3,7.022962618092306e-12
5366.666666666667,4,3,3,4,9.438753279799541e-12
6000.0,0,1,1,0,6.553940798773842e-13
6000.0,0,1,2,1,1.3169509805438524e-12
6000.0,0,1,3,2,1.979046812582021e-12
6000.0,0,1,4,3,2.634648073182743e-12
6000.0,1,0,0,1,6.553940798773842e-13
6000.0,1,0,1,2,1.3169509805438524e-12
6000.0,1,0,2,3,1.979046812582021e-12
6000.0,1,0,3,4,2.634648073182743e-12
6000.0,1,2,1,0,1.3169509805438524e-12
6000.0,1,2,2,1,2.651108745943917e-12
6000.0,1,2,3,2,3.993162042379342e-12
6000.0,1,2,4,3,5.329438826141844e-12
6000.0,2,1,0,1,1.3169509805438524e-12
6000.0,2,1,1,2,2.651108745943917e-12
6000.0,2,1,2,3,3.993162042379342e-12
6000.0,2,1,3,4,5.329438826141844e-12
6000.0,2,3,1,0,1.979046812582021e-12
6000.0,2,3,2,1,3.993162042379342e-12
6000.0,2,3,3,2,6.0308491352595734e-12
6000.0,2,3,4,3,8.072190888130856e-12
6000.0,3,2,0,1,1.979046812582021e-12
6000.0,3,2,1,2,3.993162042379342e-12
6000.0,3,2,2,3,6.0308491352595734e-12
6000.0,3,2,3,4,8.072190888130856e-12
6000.0,3,4,1,0,2.634648073182743e-12
6000.0,3,4,2,1,5.329438826141844e-12
6000.0,3,4,3,2,8.072190888130856e-12
6000.0,3,4,4,3,1.083737307566681e-11
6000.0,4,3,0,1,2.634648073182743e-12
6000.0,4,3,1,2,5.329438826141844e-12
6000.0,4,3,2,3,8.072190888130856e-12
6000.0,4,3,3,4,1.083737307566681e-11
